title,phone,website,emails,email_count,city,countryCode,totalScore,categoryName
AC Repair Springs AC Maintenance Service Company Dubai | Ac Technician | Air con Repair | Ac Fixing Cleaning Ac Installation,+971 52 521 3420,https://ks-acrepair.com/,,0,Dubai,AE,4.7,Air conditioning repair service
ALMISK AC,+971 50 527 4048,,,0,Sharjah,AE,3.7,Air conditioning repair service
Technical Repairing Services,+971 50 357 0250,https://technicalrepairingservices.com/,info@technicalrepairingservices.com,1,Dubai,AE,4.8,Air conditioning repair service
Pro Clean AC,+971 55 638 2341,https://www.proclean-ac.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb-listing,alexlewis.buckley@gmail.com | info@proclean-ac.com,2,Dubai,AE,5,Air conditioning repair service
Leminar Global | Ras Al Khaimah Showroom,+971 7 233 7965,https://leminar.net/,info@leminar.ae,1,Ras Al Khaimah,AE,4.7,HVAC contractor
AL ZARKAA GENERAL MAINTENENCE,+971 56 741 5313,https://www.alzarkaarak.com/,sales.alzarkaa@gmail.com,1,Ras Al Khaimah,AE,4.2,Interior fitting contractor
Al Furat Group - Complete Cold Chain service provider Since 1988,+971 6 767 2370,http://www.alfuratgroup.net/,,0,Emirate of Umm Al Quwain,AE,4.3,Corporate office
DOLPHIN RADIATORS & COOLING SYSTEMS LTD.,+971 7 227 0052,http://www.dolphinheattransfer.com/,info@dolcool.ae,1,Ras Al Khaimah,AE,4.5,Oil field equipment supplier
Deqat Al Itqan Auto Maint,+971 54 793 4023,https://www.facebook.com/profile.php?id=61569746566800,,0,Sharjah,AE,4.8,Auto repair shop
R.K Air Conditioner & Refrigeration Work,+971 56 559 5277,https://www.rightfixers.com/,support@rightfixers.com,1,Dubai,AE,4.7,HVAC contractor
E2Energy LLC,+971 56 984 3600,http://www.e2energyllc.com/,info@e2energyllc.com,1,Dubai,AE,5,HVAC contractor
Sajid Mahmoud Air Conditioner Repair Dubai,+971 50 300 3203,,,0,Sharjah,AE,4.8,Air conditioning repair service
Air Bliss Technical Services L.L.C,+971 58 953 2154,https://airblisstechnical.com/,service@airbliss.com,1,,,5,HVAC contractor
Al Qasr Auto Electrical & A/C Repairing,+971 50 710 3999,https://youtube.com/channel/UCH-NbZxx3NZ9rZhxBFdGn5Q,,0,Ras Al Khaimah,AE,3.9,Auto electrical service
AL REEF GROUP OF COMPANIES,+971 50 416 5011,http://www.alreefcacw.com/,info@alreefcacw.com | contact@alreefcacw.com,2,Abu Dhabi,AE,5,HVAC contractor
Prime Contractors,+971 56 617 1412,https://primecontractorsuae.com/,your@email.com | info@primecontractorsuae.com,2,Dubai,AE,5,Air conditioning contractor
"Hisn Almas Technical Services L.L.C | HVAC, Electrical, Plumbing & MEP Experts in Dubai, UAE",+971 4 886 4471,https://hisnalmas.com/,,0,Dubai,AE,5,HVAC contractor
POINT TO POINT TECHNICAL SERVICES,+971 56 568 0030,https://point2pointtechservices.com/,info@point2pointtechservices.com,1,Dubai,AE,4.9,HVAC contractor
Ductfab LLC,+971 4 338 2445,,,0,Dubai,AE,4.4,HVAC contractor
KNH TECHNICAL SERVICES LLC,+971 52 855 6088,https://www.knhbuilds.com/,,0,Dubai,AE,4.9,HVAC contractor
MV Technical Service UAE,+971 56 567 0178,,,0,Sharjah,AE,5,HVAC contractor
IBR Electromechanical Work LLC,+971 4 228 6555,,,0,Dubai,AE,1.8,HVAC contractor
Careair Air Conditioning & Refrigeration Spare Parts Trading LLC,+971 4 547 0057,http://www.careair.ae/,,0,Dubai,AE,4.9,HVAC contractor
KNOX TECHNICAL SERVICES & CONTRACTING LLC,+971 800 5669,http://www.knox.ae/,info@knox.ae,1,Dubai,AE,4.7,HVAC contractor
Basat Anwer Technical Services L.L.C,+971 52 405 2485,http://basatanwertech.com/,info@basatanwertech.com | basatanwertech@gmail.com,2,Dubai,AE,5,HVAC contractor
Home Comfort Technical Services,+971 50 515 1967,https://homecomfort.me/,info@homecomfort.ae,1,Dubai,AE,4.8,Air duct cleaning service
DEYAR AL KHALEEJ TECH CONT LLC,+971 6 554 4198,http://deyar-uae.com/,info@deyar-uae.com,1,Sharjah,AE,4.5,HVAC contractor
Hollywood Air Conditioning Trading LLC,+971 4 224 7237,http://www.hwoodac.com/,,0,Dubai,AE,3.8,HVAC contractor
United Technical Services LLC-UAE,+971 50 349 4708,https://utsuae.ae/,%20info@utsuae.ae | info@utsuae.ae,2,Dubai,AE,4.8,Interior fitting contractor
Triple Magnets Electromechanical Works LLC,+971 50 708 5433,https://www.triplemagnets.com/,sales@triplemagnets.com,1,Dubai,AE,5,HVAC contractor
Khansaheb Industries LLC.,+971 4 880 6605,https://khansaheb.com/,info.group@khansaheb.com,1,Dubai,AE,4.4,HVAC contractor
Al Majaz Electrical - L.L.C - Sole Proprietorship,+971 6 533 3818,,,0,Sharjah,AE,4.4,HVAC contractor
WHALES ENERGY HVAC AIR CONDITIONING,+971 52 749 2333,http://whalesenergy.com/,,0,Dubai,AE,5,HVAC contractor
Climate way technical services,+971 50 503 2408,,,0,,,5,HVAC contractor
Durable Works,+971 2 643 2838,,,0,Abu Dhabi,AE,3.8,Contractor
Al Saadia A/C Refrigeration Repairing,+971 50 852 2946,,,0,Ajman,AE,4.7,Air conditioning repair service
MR AIRKON (WADI AL RAHA AUTO MAINTENANCE),+971 54 584 8682,https://www.mrairkon.com/,info@mrairkon.com,1,Sharjah,AE,4.8,Refrigerated transport service
Washing machine Refrigerator Ac repair services TAREEQ Al Ensaf Gas stove near me,+971 54 577 0113,,,0,Ajman,AE,4.9,Air conditioning repair service
Al Lamah Al Fadhiah Technical Cont L.L.C,+971 50 499 3652,,,0,Sharjah,AE,2.7,Air duct cleaning service
Abdullah washing Machine & Fridge Repair Services,+971 56 281 3161,https://abdullahappliancesrepair.com/,info@abdullahappliancesrepair.com,1,Sharjah,AE,4.9,Appliance repair service
Catalyst AC Spare Parts Trading L L C (Sharjah Branch),+971 56 525 4588,https://www.catalystindustry.com/,info@catalystindustry.com,1,Sharjah,AE,5,Air conditioning system supplier
Alwadi Alahmar AC & Coolant Spare Parts Tr L.L.C - SP,+971 58 583 8991,,,0,Sharjah,AE,5,Air conditioning store
AccurateFix TV and Appliances Repair,+971 50 194 1346,https://accuratefixrepair.com/,,0,Sharjah,AE,4.9,Appliance repair service
"Taj Al Malliha AC unit fix con. Huawai building 2 , Nabba , Sharjah",+971 55 778 1541,,,0,Sharjah,AE,5,HVAC contractor
Marco Electromechanical Cont. Co. LLC,+971 6 533 3719,,,0,Sharjah,AE,5,HVAC contractor
Reetaj General Trading,+971 6 535 2433,http://www.reetaj.ae/,,0,Sharjah,AE,3.8,HVAC contractor
Trane BVBA,+971 2 615 6100,http://www.trane.com/,,0,Abu Dhabi,AE,4,HVAC contractor
AL RUKIN AL BARID AC,+971 50 940 0151,,,0,Sharjah,AE,3.8,HVAC contractor
Chill and Flow Technical Services LLC,+971 52 165 9830,https://www.800cnf.com/,info@800cnf.com,1,,,5,HVAC contractor
Leminar Air Conditioning Industries LLC,+971 4 456 1292,http://www.leminarindustries.com/,info@leminar.ae,1,Dubai,AE,4,HVAC contractor
BAIT AL TAQNIA TECHNICAL SERVICES L.L.C,+971 56 370 0119,https://baitaltaqnia.com/,info@baitaltaqnia.com,1,Dubai,AE,5,HVAC contractor
Johnson Controls,+971 2 619 7000,,,0,Abu Dhabi,AE,3.8,HVAC contractor
AL FAIEZ A/C UNITS FIX CONT LLC,+971 55 618 1567,http://www.alfaiez.com/,alf@alfaiez.com | alfaiez121@gmail.com,2,Sharjah,AE,5,Air conditioning contractor
Adiga AC Maintenance - AC Maintenance Dubai | AC Installation | AC Service | AC Repair in UAE,+971 50 303 3789,,,0,Ajman,AE,,Air conditioning repair service
Himalaya cold room supplier UAE,+971 52 848 4384,http://www.himalayacool.com/,,0,Ajman,AE,4.8,HVAC contractor
AL SAFA A/C SYSTEMS,+971 6 731 5553,http://safcouae.com/,,0,Ajman,AE,4,HVAC contractor
"NOOR AL FAJER TECHNICAL SERVICE LLC,HVAC WHOLESALE SUPPLIER,ELECTRO MECHANICAL CONTRACTER.AJMAN,SHARJAH,DUBAI,RAS AL KHAIMA",+971 55 693 7198,https://nooralfajertechnicalservice.com/contact-us/,sales@nooralfajertechnicalservice.com | sales@%20nooralfajertechnicalservice.com,2,Ajman,AE,5,HVAC contractor
Water cooling system in UAE,,,,0,Ajman,AE,4.3,HVAC contractor
Cool Solutions – Stay Cool with Cool Solutions!,+971 56 114 5134,https://coolsolutions.ae/,contact@coolsolutions.ae | jackhander111@gmail.com | coolsolutions30@gmail.com,3,Ajman,AE,5,HVAC contractor
REMAL AFAMIA A/C UNIT FIX.CONT.L.L.C,+971 55 636 2667,http://ramalafamia.ae/,,0,Sharjah,AE,5,HVAC contractor
SUPER COOL A/C SPARE PARTS TRADING L.L.C,+971 58 885 7858,https://supercoolacajman.com/,,0,Ajman,AE,4.6,Air conditioning system supplier
Eagle A/C Systems,+971 58 653 8067,https://eaglaeacsystems.site/,,0,Sharjah,AE,4.7,Appliance repair service
Primecare Repairs,+971 56 739 1776,https://primecarerepairs.online/,aahilusman577@gmail.com,1,Sharjah,AE,5,Appliance repair service
maintenance ajman,+971 55 545 1866,,,0,Ajman,AE,3.7,Electronics store
Al Sama Ac repair and maintenance,+971 50 717 3905,https://alsamaacservices.com/,,0,Ajman,AE,5,Air conditioning repair service
Super General Co,+971 6 568 0255,http://www.supergeneral.com/,,0,Sharjah,AE,2.9,Shopping mall
TotalEnergies - Dhanya Auto Care Center LLC,+971 6 518 2777,http://www.dhanyaautocare.com/,,0,Sharjah,AE,3.9,Air conditioning repair service
Everyday Fix,+971 52 408 9775,https://www.everydayfix.ae/,everydayfixmaint@gmail.com,1,,,5,Property maintenance
Al Mayali Auto Workshop Sharjah,+971 52 283 2359,https://www.almayaliautoworkshop.com/,info@almayaliautoworkshop.com | contact@almayaliautoworkshop.com | arshadawanciit@gmail.com,3,Sharjah,AE,4.1,Air conditioning repair service
Al JADEED AC REPAIRING,+971 52 325 6990,,,0,Ajman,AE,4.7,Electronics store
Emirates Appliances Services,+971 50 949 5501,https://emiratesappliancesservices.com/,info@emiratesappliancesservices.com,1,Ajman,AE,4.8,Appliance repair service
Al Tawoos Al Abyadh Tech Cont,+971 58 170 5400,https://tawoostech.com/,,0,Sharjah,AE,4.5,HVAC contractor
Blue City Technical Cont.,+971 6 575 1196,http://www.bluecitygrp.com/,eng@bluecity.ae,1,Sharjah,AE,4.9,Construction company
Burj Malabar Auto Maintenance,+971 55 568 0101,https://uhmcars.com/,service@uhmcars.com,1,Sharjah,AE,4,Auto repair shop
Asian Cleaning & Maintenance Service,+971 50 892 7532,http://www.asianservice.ae/,info@asianservice.ae,1,Sharjah,AE,4.4,Cleaners
سباك ، لاصلاح التمديدات والتركيبات الصحية We Fixing All General Maintenance Plumber,+971 55 204 7540,https://wefixallgeneralmai.wixsite.com/wefixingallgeneralma,wefixallgeneralmaintenance@gmail.com,1,Ajman,AE,4.4,Air conditioning repair service
Al Qatari A/c Devices Trdg LLC (LG),+971 6 567 5453,,,0,Sharjah,AE,3.4,Bakery
Marhaba Technical Services,+971 56 344 7645,https://marhabatechnicalservices.com/,info@marhabaservices.com | info@marhabatechnicalservices.com,2,,,5,Appliance repair service
EMCC Company LLC,+971 2 676 7225,http://www.emccllc.ae/,,0,Abu Dhabi,AE,4,HVAC contractor
Malco Technical Services,+971 4 353 6421,https://www.malcots.ae/?utm_source=Google+My+Business&utm_medium=gmb&utm_id=MyBusinessPage,info.malco@mbal.ae,1,Dubai,AE,4.3,HVAC contractor
"Klima HVAC Copper Coils, Tubes & Rubber Insulation Material in Dubai",+971 4 239 5500,,,0,Dubai,AE,,Copper supplier
Vision Air Technical Services LLC,+971 4 583 0039,https://visionairae.com/,info@visionairae.com,1,Dubai,AE,4.9,HVAC contractor
Fajr Al Najah Technical Services L.L.C,+971 58 616 1235,https://www.fajrtec.com/,fajrtec@gmail.com,1,Dubai,AE,4.4,HVAC contractor
Gulf Star Cooling Services L.L.C,+971 2 642 6803,http://www.gscs.ae/,info@website.com | info@gscs.ae,2,Abu Dhabi,AE,3.7,Air conditioning contractor
We Will Fix It,+971 800 349,https://www.wewillfixit.com/,info@wewillfixit.com,1,Dubai,AE,4.7,HVAC contractor
Entsar Electromechanical,+971 4 410 7651,http://www.entsarllc.com/,info@entsarllc.com,1,Dubai,AE,3.7,HVAC contractor
DOLPHIN RADIATORS & COOLING SYSTEM LLC,+971 2 312 7444,http://www.dolphin.ae/,,0,Abu Dhabi,AE,4.3,Manufacturer
Airmaster Equipments Emirates LLC,+971 6 743 6900,http://www.airmasteremirates.com/,info@airmaster.ae,1,Ajman,AE,4.7,Manufacturer
Al Fajr Electronics,+971 3 768 5868,https://www.tiktok.com/@alfajrae,,0,Abu Dhabi,AE,4.7,Electronics store
شركة جمعة الماجد لاعمال الكهرباء والميكانيك-مكيفات ترين TRANE,+971 3 764 7666,,,0,Abu Dhabi,AE,3,Store
XOLINE Electromechanical Services,,http://www.xoline.ae/,,0,Abu Dhabi,AE,4.7,Corporate office
Carrera Auto Workshop Al ain,+971 50 746 6844,https://www.carreraworkshop.com/,info@carreraworkshop.com,1,Abu Dhabi,AE,4.8,Car repair and maintenance service
AL HAJIS AUTO REPAIR GARAGE - الهاجس لتصليح السيارات العين,+971 50 689 4050,https://www.facebook.com/profile.php?id=61564215149766,,0,Abu Dhabi,AE,4.9,Auto repair shop
World Link Auto Centre Al Noud Branch,+971 3 734 4553,https://worldlinkauto.ae/,,0,Abu Dhabi,AE,4.6,Car repair and maintenance service
"Royal Swiss Auto Services Al Noud, Al Ain. Best Luxury Car Service Center UAE.",+971 600 579477,https://swissauto.ae/?utm_source=GMB_Profile&utm_medium=GMB&utm_campaign=GMB_Click_alain,hello@swissauto.ae,1,Abu Dhabi,AE,3.8,Auto repair shop
ADNOC Service Station | Zakher (948),+971 800 300,http://www.adnocdistribution.ae/,info@adnocdistribution.ae,1,أبو ظبي,AE,4.1,Gas station
TYREPLUS Royal Crown Car Services,+971 3 781 9878,https://www.tyreplus-me.com/en/uae/dealers/al-ain/tyreplus-royal-crown-car-services?utm_source=Google&utm_medium=organic&utm_campaign=Uberall_GBP&utm_content=LDS&utm_term=Uberall_GBP,,0,Abu Dhabi,AE,4.7,Tire shop
Fasttrack Emarat Bawadi Mall Alain,+971 3 784 2870,https://www.fasttrackemarat.com/,,0,Abu Dhabi,AE,4.3,Car repair and maintenance service
AutoFix Multibrand Car Service Center - Al Ain,+971 800 2886349,https://autofix.ae/home,info@autofix.ae,1,Abu Dhabi,AE,4.7,Car repair and maintenance service
ILAF Security System and Safety LLC,+971 3 735 4880,http://ilafsafety.com/,,0,Abu Dhabi,AE,3.6,Contractor
Nijam Mohamed Electromechanical Contracting Co LLC,+971 58 941 7107,,,0,,,5,HVAC contractor
General Maintenance & Technical Co. (G.M.T),,https://connect.ae/profiles/uae/general-maintenance-technical-co-gmt/profile-id=er5078648,,0,Abu Dhabi,AE,5,HVAC contractor
Fixperts,+971 800 81,http://www.fixperts.ae/,info@fixperts.ae,1,Dubai,AE,4.6,General contractor
Asco Crats Technical Services L.L.C,+971 55 894 9774,https://ascocrats.com/,info@ascocrats.com,1,Dubai,AE,4.9,HVAC contractor
FIX WISE.AE,+971 52 251 0092,https://www.fixwise.ae/,hello@fixwise.ae,1,Dubai,AE,4.9,HVAC contractor
Daikin Middle East and Africa,+971 800 324546,https://www.daikinmea.com/,,0,Dubai,AE,4.3,HVAC contractor
"PPK Contracting - Commercial and Residential Maintenance Services in Dubai, UAE",+971 58 550 0956,https://ppkcontracting.com/,headoffice@ppkcontracting.com,1,Dubai,AE,5,HVAC contractor
Eleska General Maintenance Works,+971 50 100 7735,http://www.eleska-uae.com/,info@eleska-uae.com,1,Abu Dhabi,AE,5,HVAC contractor
STRUCTIVE TECHNICAL SERVICES CO. L.L.C,+971 52 557 0407,https://stsllcae.com/,info@stsllcae.com,1,Dubai,AE,5,HVAC contractor
Alaska Electromechanical Services LLC,+971 4 258 9000,http://alaska-dxb.com/,,0,Dubai,AE,4.3,HVAC contractor
Shinko Aircon Trading & Maintenance LLC,+971 56 785 0774,https://shinkoaircon.com/,,0,Dubai,AE,4.9,HVAC contractor
Al Ajwaa A/C Systems Ind LLC,+971 6 539 2900,http://www.alajwaa.ae/,sales@alajwaa.ae | info@alajwaa.ae,2,Sharjah,AE,4.9,Air conditioning system supplier
E.H Price Gulf,+971 4 586 8900,https://ehpricegulf.com/,info@ehpricegulf.com,1,Dubai,AE,4.8,HVAC contractor
Köbler Electromechanical Woks LLC,+971 50 307 3494,http://www.kobler.ae/,sales@kobler.ae,1,Dubai,AE,3.5,HVAC contractor
AMCON CHILLER MAINTENANCE,+971 50 312 8208,http://www.amconchiller.ae/,info@amconchiller.ae,1,Dubai,AE,5,HVAC contractor
Doaa ac repair & ac service,+971 55 942 4989,https://doaaac.com/,doaaac1@gmail.com,1,Ajman,AE,4.6,HVAC contractor
Al Faniah A/c System Cont,+971 6 748 3667,,,0,Ajman,AE,4.3,HVAC contractor
IKM HVAC MIDDLE EAST FZE,+971 6 526 0019,https://www.ikm.com/ikm-hvac/,ikmhvac@ikm.no,1,Sharjah,AE,5,Manufacturer
RELIABLE HEATERS & ELECTRICALS F.Z.C.,+971 6 744 5801,http://www.rheat.ae/,reliableheaters@hotmail.com | rheat@emirates.net.ae,2,Ajman,AE,4.9,Heating equipment supplier
Al Gergawi Metal Industries LLC,+971 6 748 5048,http://www.gergawi.ae/,info1@gargawi.ae,1,Ajman,AE,4.2,HVAC contractor
SMART AIR CONDITIONING,+971 58 915 7606,https://salessmartac.wixsite.com/smart-air-conditioni,salessmartac@gmail.com | info@smartacuae.com,2,Ajman,AE,4,HVAC contractor
Alpha Island Technical Services LLC,+971 4 333 9447,https://alphaislandtech.com/,%20info@alpha-islandtech.com | info@alpha-islandtech.com,2,Sharjah,AE,4.8,Construction company
Chiller Technical Services LLC,+971 55 670 0789,http://www.drchiller.com/,info@drchiller.com,1,Ajman,AE,4.9,HVAC contractor
Kool Air UAE,+971 52 968 2958,http://koolairuae.com/,,0,Ajman,AE,4.6,Air conditioning contractor
Contractors UAE,+971 55 123 9095,https://www.contractorsuae.com/,,0,Dubai,AE,4.8,General contractor
Elmacs Co LLC,+971 2 666 0244,,,0,Abu Dhabi,AE,4.4,Corporate office
"Ryterna Technical Services LLC | Mechanical, Electrical, Plumbing Contractor",+971 4 390 8360,https://ryterna.ae/?utm_source=Google&utm_medium=GMB,info@ryterna.ae,1,Dubai,AE,5,HVAC contractor
Taier Al HUDHUD Tech Cont LLC,+971 50 577 0426,http://www.alhudhudsec.com/,info@alhudhudsec.com | edison@alhudhudsec.com,2,Sharjah,AE,3.8,HVAC contractor
MUDABBIR JALIL BUILDING CONTRACTING L.L.C,+971 54 446 3849,https://mjbuildingcontractingllc.com/,info@mjbuildingcontractingllc.com | mjbuildingcontracting@gmail.com,2,Dubai,AE,4.9,HVAC contractor
Al Ikhaa Contracting LLC.,+971 4 347 1516,http://www.alikhaagroup.com/,info@alikhaagroup.com,1,Dubai,AE,4.4,HVAC contractor
Heavens Refrigeration Spare Parts Trading LLC,+971 4 234 0022,,,0,Dubai,AE,5,HVAC contractor
Samsung AC Service Center - Instacool,+971 50 505 9055,http://www.instacool.ae/,info@instacool.ae | contact@instacool.ae,2,Dubai,AE,4.6,HVAC contractor
A TO Z TECHNICAL SERVICES LLC,+971 50 605 7484,http://www.atoztechnicalservicesllc.com/,info@atoztechnicalservicesllc.com,1,Dubai,AE,4.8,HVAC contractor
Al Hazam electromechanical works llc,,,,0,Dubai,AE,5,Air conditioning contractor
FRANKAIR Electromechanical Co. LLC,+971 4 267 5244,,,0,Dubai,AE,5,Mechanical contractor
Betec Cad Industries FZC,+971 6 557 5252,http://www.beteccad.com/,,0,Sharjah,AE,3.9,Manufacturer
Turbo Cool Refrigeration LLC,+971 6 575 1670,,,0,Sharjah,AE,5,HVAC contractor
Pluto Electromechanical Cont. LLC,+971 6 573 9593,http://plutoemc.com/,contact@alemco.ae,1,Sharjah,AE,4.3,Construction company
Atheer Al Jazirah Electromechanical Works,+971 6 575 9207,http://www.atheeraljazirah.com/,,0,Sharjah,AE,4.3,HVAC contractor
Aldes Middle East,+971 6 557 8285,https://www.aldes.ae/,contactme@aldes.com,1,Sharjah,AE,4.2,Ventilating equipment manufacturer
Tecton Engineering and Construction LLC,+971 6 742 2022,https://www.tectonme.com/,info@tectonme.com,1,Ajman,AE,4,Construction company
Al Wajnah Tech Contracting LLC,+971 55 374 2449,https://alwajnah.com/,alwajnahllc@gmail.com | info@alwajnah.com,2,Sharjah,AE,5,HVAC contractor
Nawaz Elect Equipment & A/c Repairing,+971 50 288 1802,https://nawazac.com/,,0,Ajman,AE,4.3,HVAC contractor
MIDAS ELECTROMECHANICAL CONT. LLC,+971 6 550 7508,http://www.midasec.com/,info@midasec.com | 'info@midasec.com',2,Sharjah,AE,5,Construction company
METRO SYSTEM ELECTRO MECHANICAL CO L.L.C,+971 3 761 0229,http://www.metrosystemuae.com/,,0,Abu Dhabi,AE,4.2,Contractor
Simplex Security System,+971 55 884 4039,https://www.simplexmep.com/,simplexmep@gmail.com,1,Abu Dhabi,AE,5,Fire protection service
Dolphin Radiators & Cooling Systems Limited,+971 3 721 2860,,,0,Abu Dhabi,AE,3.7,Auto repair shop
Danube Home,+971 3 763 8890,https://danubehome.com/ae/en/?utm_source=gmb&utm_medium=google&utm_campaign=seo-local,abc@gmail.com | care@danubehome.com,2,Abu Dhabi,AE,4.8,Furniture store
Al Fan Al Akheer Technical Contracting LLC,+971 58 525 2707,http://www.alfanalakheer.com/,,0,Sharjah,AE,5,HVAC contractor
Fix My AC,+971 58 570 7110,https://fixmyac.ae/,info@fixmyac.ae | info@upstreamsolutions.ae,2,,,5,HVAC contractor
AutoPro - 7635,+971 4 335 5247,https://www.autopro.ae/,,0,Dubai,AE,4.8,Auto repair shop
"Lets Fixx | AC Repair & AC Installation, Handyman, Electrician | Maintenance & Renovation Company Dubai",+971 55 635 5103,https://letsfixx.com/,contact@letssfixx.com,1,,,4.3,Air conditioning repair service
LIMITLESS ENGINEERING LLC,+971 6 566 0565,https://www.facebook.com/Limitless.Engg/,,0,Sharjah,AE,4.7,Air conditioning contractor
TIECO,+971 6 523 7775,https://www.tieco.ae/,info@tieco.ae | you@company.com,2,Sharjah,AE,4.8,Electrical installation service
COLD FUTURE AC SPARE PARTS TR LLC,+971 55 306 0365,http://www.aamirtrd.com/,info@aamirtrd.com,1,Sharjah,AE,5,Air conditioning store
R & T Electronics Trading co L.L.C,+971 50 962 5299,,,0,Sharjah,AE,4.2,Air conditioning repair service
Bluetrue general maintenance,+971 56 648 7453,,,0,Abu Dhabi,AE,3,Government office
Al Shamaa Al Thahabiah AC Units Fix. Cont.,+971 52 766 7281,https://dubaifixitall.com/,info@dubaifixitall.com,1,Sharjah,AE,4.3,Air conditioning repair service
Sajid Mahmoud A/c Repair & Ref Repair,+971 50 979 7235,https://sajidacrepair.ae/,contact@sajidacrepair.ae,1,Sharjah,AE,4.8,Air conditioning repair service
Al Eslah A/C Repairing Works & IETS,+971 55 489 5053,http://www.ietsco.com/,info@www.ietsco.com | info@ietsco.com,2,Sharjah,AE,4.8,Air conditioning repair service
Al Waseem Air Conditioning,+971 50 787 9068,http://www.wacair.com/,,0,Sharjah,AE,3.9,Store
Quality Living,+971 55 247 8789,http://www.qualitylivinguae.com/,filler@godaddy.com | wweeiihhuuaanngg@gmail.com,2,Dubai,AE,4.5,HVAC contractor
CHAUDHRY ATTAULLAH A/C. UNITS FIX. CONT,+971 56 569 7108,https://sites.google.com/view/chaudhryattaullahacunitfix/home,,0,Sharjah,AE,4.9,Appliance repair service
Qasr AL Jummairah A/C & Electric workshop,+971 55 703 4949,,,0,Sharjah,AE,4.4,Auto air conditioning service
BOSTON A/C CONT. L.L.C,+971 55 411 3992,,,0,Sharjah,AE,5,Appliance repair service
LG Air Conditioning Showroom,+971 3 785 7765,https://www.lg.com/ae/business/air-solution,,0,Abu Dhabi,AE,,Air conditioning system supplier
Smart turbo auto electric and Ac repair shop LLC-OPC,+971 55 888 3284,http://smartturbo.ae/,,0,Abu Dhabi,AE,5,Auto repair shop
Al Saheeh Electrical & Sanitary Contracting LLC,+971 6 564 5490,http://www.alsaheehgroup.com/,info@alsaheehgroup.ae,1,Sharjah,AE,4.1,General contractor
S M Technical Services,+971 52 787 8338,http://www.smtechnicalsuae.com/,,0,Ajman,AE,5,Construction company
Base Control Tech FZC,+971 6 557 9958,http://www.basecontroltech.com/,,0,Sharjah,AE,4.3,Contractor
Refri King Trading L.L.C,+971 6 532 2295,http://www.refriking.com/,,0,Sharjah,AE,3,HVAC contractor
Baftech,,http://www.baftech.com/,info@baftech.com,1,Sharjah,AE,4,Mechanical contractor
SYSTEM VENTILATION FZE,+971 6 561 9822,,,0,Sharjah,AE,4.6,Manufacturer
Alitaliya Ref & Heaters Devices Trading Establishment,+971 6 533 5880,http://www.alitaliya.com/,info@alitaliya.com,1,Sharjah,AE,4.5,Heating contractor
Dolphin Group (HQ),+971 6 703 2999,http://www.dolphinholdings.com/,,0,Ajman,AE,4.8,HVAC contractor
Mohammad Bin Dafoon EPC and Project Management Contracting L.L.C,+971 50 163 8882,,,0,Ajman,AE,,HVAC contractor
Dynaspex,+971 6 548 4590,https://www.dynaspex.com/,shinumathew@dynaspex.com | admin@dynaspex.com | sales@dynaspex.com | gpec@dynaspex.com | contracts@dynaspex.com,5,Sharjah,AE,4,Mechanical contractor
Omega Engineering FZC,+971 6 557 4497,http://www.omegaengg.com/,oe@omegaengg.com,1,Sharjah,AE,4.5,HVAC contractor
First Tech (FT) Technical Services LLC,+971 50 716 7899,http://www.firsttechuae.com/,,0,Ajman,AE,5,Flooring contractor
Main Star Technical Services LLC,+971 6 556 3100,,,0,Sharjah,AE,3.8,Construction company
Tester Electromechanical L.L.C,+971 6 748 7248,http://www.tester.ae/,,0,Sharjah,AE,5,Construction company
Green Cool Technical Works LLC (Br),+971 58 828 0011,https://www.gcool.ae/,info@gcool.ae,1,Ajman,AE,,Construction company
Al Rayan Waterproofing & Insulation,+971 55 743 7038,http://www.alrayaninsulation.com/,info@alrayaninsulation.com,1,Ajman,AE,4.6,Waterproofing service
Afinity Maintenance Services UAE,+971 4 234 4882,https://www.afinityms.ae/,info@afinityms.ae,1,Dubai,AE,4.7,HVAC contractor
Aamir Ac Ref Devices & Spare Parts Tr,+971 55 306 0365,http://www.aamirtrd.com/,info@aamirtrd.com,1,Sharjah,AE,4.7,Air conditioning contractor
Sochi AC Fix. Cont. LLC,+971 56 700 7592,,,0,Sharjah,AE,4.8,HVAC contractor
IMCC Investment L.L.C,+971 2 811 8111,http://www.imcc.ae/,info@imcc.ae,1,Abu Dhabi,AE,4.1,Metal construction company
Green Motors - Auto Tech - جرين موتورز,+971 2 555 5018,https://www.greenmotors.ae/premium-workshop/service-centre,,0,Abu Dhabi,AE,4.7,Car repair and maintenance service
AUTHENTIC GENERAL MAINTENANCE LLC,+971 56 550 4039,,,0,Abu Dhabi,AE,4.7,Property maintenance
AL RAS REF DEVICES SPARE PARTS TR - AL AIN,+971 3 755 2889,,,0,Abu Dhabi,AE,4.9,Auto parts store
The Switch Company - Al Ain,+971 50 587 1677,https://www.theswitchcompany.ae/,info@theswitchcompany.ae | marketing@theswitchcompany.ae,2,Abu Dhabi,AE,3.4,Home automation company
Al Waha Hygiene Pest Control & Facilities Services LLC,+971 56 695 2225,https://www.alwahahygiene.ae/,info@alwahahygiene.ae,1,Abu Dhabi,AE,4.9,Pest control service
