"title","totalScore","reviewsCount","street","city","state","countryCode","website","phone","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categories/10","url","categoryName"
"We Fix UAE | #1 Dubai Maintenance, Fitout & Renovation Company | AC Repair & AC Installation, Handyman, Electrician","4.9",,"Warehouse 69, 23rd St - First Al Khail St",,"Dubai","AE","https://wefixuae.com/","+971 52 154 6723","Property maintenance","Air conditioning repair service","Air duct cleaning service","Construction company","Contractor","Electrician","Handyman/Handywoman/Handyperson","HVAC contractor","Painter","Plumber",,"https://www.google.com/maps/search/?api=1&query=We%20Fix%20UAE%20%7C%20%231%20Dubai%20Maintenance%2C%20Fitout%20%26%20Renovation%20Company%20%7C%20AC%20Repair%20%26%20AC%20Installation%2C%20Handyman%2C%20Electrician&query_place_id=ChIJR4l0v4xtXz4RvQ0VtbGN46k","Property maintenance"
"Ac dubai maintenance","4.7",,"565Q+GV9",,"Dubai","AE","http://acdubaimaintenance.com/","+971 54 488 2081","Repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ac%20dubai%20maintenance&query_place_id=ChIJG4uXLzNpXz4RKcvh88igTDc","Repair service"
"Al Hadi Ac Repair & Maintenance Services Sharjah | AC repair and maintenance sharjah | Ac Repair Sharjah","4.8","279","Shop # 2 King Halima Jumaa behind the inner Streets Industrial area 3 37532",,"Sharjah","AE","https://alhadiacrepair.ae/","+971 50 946 0730","Air conditioning contractor","Air compressor repair service","Air conditioning repair service","Air conditioning store","Air duct cleaning service","Appliance repair service","HVAC contractor",,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Hadi%20Ac%20Repair%20%26%20Maintenance%20Services%20Sharjah%20%7C%20AC%20repair%20and%20maintenance%20sharjah%20%7C%20Ac%20Repair%20Sharjah&query_place_id=ChIJ68OeDjZaXz4RQippu6XvPAo","Air conditioning contractor"
"ALJUNAID AIR CONDITIONING LLC الجنيد للتكييف","4.8","238",,,"Sharjah","AE","http://www.aljunaidgroup.com/","+971 50 484 9694","Air conditioning contractor","Air conditioning system supplier","Air conditioning repair service","HVAC contractor","Ventilating equipment manufacturer",,,,,,,"https://www.google.com/maps/search/?api=1&query=ALJUNAID%20AIR%20CONDITIONING%20LLC%20%D8%A7%D9%84%D8%AC%D9%86%D9%8A%D8%AF%20%D9%84%D9%84%D8%AA%D9%83%D9%8A%D9%8A%D9%81&query_place_id=ChIJUdX0i9BeXz4Ru7PpP3S9gK8","Air conditioning contractor"
"S.K.M. Air Conditioning LLC شركة اس كي ام للتكييف","4.2","511","7CXQ+VHC - Sheikh Mohammed Bin Zayed Road,Industrial Area 13 - Sharjah Ring Rd",,"Sharjah","AE","https://www.skmaircon.com/","+971 6 514 3333","HVAC contractor","Air conditioning contractor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=S.K.M.%20Air%20Conditioning%20LLC%20%D8%B4%D8%B1%D9%83%D8%A9%20%D8%A7%D8%B3%20%D9%83%D9%8A%20%D8%A7%D9%85%20%D9%84%D9%84%D8%AA%D9%83%D9%8A%D9%8A%D9%81&query_place_id=ChIJL3xaDOdeXz4RTM8zJs8p5oc","HVAC contractor"
"Al Ramiz Equipment – HVAC & Appliance Spare Parts | Sharjah & Dubai","5","62","8CFH+CMX Industrial Area 6, Sheikh Abdullah Qassimi Building, Shop # 18 - opposite Graveyard",,"Sharjah","AE","http://alramizequip.com/","+971 6 564 6340","Air conditioning system supplier","Electrical supply store","Heating equipment supplier","Safety equipment supplier","Tool wholesaler","Washer & dryer store",,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Ramiz%20Equipment%20%E2%80%93%20HVAC%20%26%20Appliance%20Spare%20Parts%20%7C%20Sharjah%20%26%20Dubai&query_place_id=ChIJS8aXddlbXz4Rjf3uT0P4IXM","Air conditioning system supplier"
"DAR AL IETEMAD A/C & REF. REPAIRING","4.9","303","Sharjah ,Industrial Area 13 ,Abdul Aziz Building Block A",,"Sharjah","AE",,"+971 52 240 1512","Air conditioning repair service","HVAC contractor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=DAR%20AL%20IETEMAD%20A%2FC%20%26%20REF.%20REPAIRING&query_place_id=ChIJN8c5qd5bXz4RsZ9iGWRMGEE","Air conditioning repair service"
"John Paul AC","4.9","112","Office G3, Bldg - 39 Street 52",,"Sharjah","AE","https://www.johnpaulac.com/","+971 50 684 1059","Air conditioning contractor","Air conditioning repair service","Air conditioning system supplier","HVAC contractor",,,,,,,,"https://www.google.com/maps/search/?api=1&query=John%20Paul%20AC&query_place_id=ChIJS1JGCZhZXz4RZKnY_MZaisI","Air conditioning contractor"
"Frosty AC Repair and Maintenance Sharjah","4.9","71","2 Street",,"Sharjah","AE","https://frostyacrepairsharjah.com/","+971 50 804 4026","Air conditioning repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Frosty%20AC%20Repair%20and%20Maintenance%20Sharjah&query_place_id=ChIJGWUFJ3xfXz4RIum6ROV1YDc","Air conditioning repair service"
"Elegant Desert HVAC Contractor Sharjah","5","3","Al Yasmeen St",,"Sharjah","AE","https://elegantdeserthvac.com/","+971 55 480 4676","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Elegant%20Desert%20HVAC%20Contractor%20Sharjah&query_place_id=ChIJ70_d4fhfXz4RaxeAZ6_fjIk","HVAC contractor"
"Creative Air Conditioning Maintenance Works","4.9","550",,,"Ajman","AE","http://www.acserviceajman.com/","+971 55 526 9352","Air conditioning contractor","Air compressor repair service","Air conditioning repair service","Air conditioning store","Air conditioning system supplier","Air duct cleaning service","Appliance repair service","HVAC contractor","Property maintenance",,,"https://www.google.com/maps/search/?api=1&query=Creative%20Air%20Conditioning%20Maintenance%20Works&query_place_id=ChIJW1VVVVW4ij4R0dDFIAWAukg","Air conditioning contractor"
"SKYLIGHT HVAC TRADING LLC (Sharjah Branch)","5","7","Al Naba'a - Farida Al Zarooni Building - N7 - 7 42 St",,"Sharjah","AE","https://skylightac.com/","+971 6 530 0181","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=SKYLIGHT%20HVAC%20TRADING%20LLC%20(Sharjah%20Branch)&query_place_id=ChIJC8aAIPJbXz4RZKw3yRIeSs0","HVAC contractor"
"alfain electrical and ac devices tr","5","80","rolla al nabba street 58",,"Sharjah","AE",,"+971 52 452 1010","Air conditioning store","Air conditioning system supplier","HVAC contractor","Refrigerator store","Washer & dryer store","Wholesaler",,,,,,"https://www.google.com/maps/search/?api=1&query=alfain%20electrical%20and%20ac%20devices%20tr&query_place_id=ChIJ6aL2PflbXz4RfPC5wiGMsLI","Air conditioning store"
"AL NAJM AL AKHTHER AC AND REF REPAIRS","4.6","92","NEAR TO KASHMIR RESTAURANT",,"Sharjah","AE","http://alnajmrepairs.com/","+971 52 555 7981","Air conditioning repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AL%20NAJM%20AL%20AKHTHER%20AC%20AND%20REF%20REPAIRS&query_place_id=ChIJHSyiqS1bXz4RXf2AQCr04H0","Air conditioning repair service"
"Ayan AC Repair","4.8","66","8CCF+8H7 behind of haji Muhammad Imam machines",,"Sharjah","AE","http://www.ayanacrepairsharjah.com/","+971 55 812 6876","Appliance repair service","Small appliance repair service",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ayan%20AC%20Repair&query_place_id=ChIJ7QE2dGFZXz4RdTUAfZEh9gs","Appliance repair service"
"Chillpro AC repairs Sharjah","4.7","14","Street 40",,"Sharjah","AE","https://chillprodubai.com/","+971 55 814 8049","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Chillpro%20AC%20repairs%20Sharjah&query_place_id=ChIJW2uPOgBZXz4R7XrC3ry5IgM","HVAC contractor"
"Al Sama Al Safia A/C & Ref Repairing","5","11","8C8J+P4X",,"Sharjah","AE",,"+971 50 519 3951","Air conditioning repair service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Al%20Sama%20Al%20Safia%20A%2FC%20%26%20Ref%20Repairing&query_place_id=ChIJG8qqKgNfXz4RDngIwLPQQs0","Air conditioning repair service"
"BNT Airconditioning Systems SHARJAH Branch","5","2",,,"Sharjah","AE","http://www.bntglobalme.com/","+971 6 533 9610","Air conditioning system supplier",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=BNT%20Airconditioning%20Systems%20SHARJAH%20Branch&query_place_id=ChIJO3OAP-9bXz4RK9oZmBSV4Lw","Air conditioning system supplier"
"Geo Electrical Contracting Trading Co.","4.1","97","Street #9",,"Sharjah","AE","https://geogroupglobal.com/","+971 6 542 0603","Air conditioning contractor","Air compressor supplier","Air conditioning store","Air conditioning system supplier","Equipment supplier",,,,,,,"https://www.google.com/maps/search/?api=1&query=Geo%20Electrical%20Contracting%20Trading%20Co.&query_place_id=ChIJNdtK4P1bXz4RbGdWsavuYYM","Air conditioning contractor"
"Tuba Auto Electiric & AC Workshop","4.8","111","8C3J+XCW",,"Sharjah","AE","http://tubaautofixer.ae/","+971 56 797 1064","Auto air conditioning service","Auto bodywork mechanic","Auto electrical service","Auto glass repair service","Auto wrecker","Computer repair service","Computer service","Diagnostic center","Diesel engine repair service","Radiator repair service",,"https://www.google.com/maps/search/?api=1&query=Tuba%20Auto%20Electiric%20%26%20AC%20Workshop&query_place_id=ChIJyYKE-5ZbXz4R92-rnvThL8w","Auto air conditioning service"
"Burj Al Dar - Tech Contractor - General Maintenance - AC unit Fix Contracting","4.5","41","Warehouse 8/3 , near national paint factory",,"Sharjah","AE","http://www.burjaldar.com/","+971 56 996 3381","HVAC contractor","Air conditioning contractor","Air conditioning repair service","Air conditioning system supplier","Air duct cleaning service","Electric motor repair shop","Fabrication engineer","Machine repair service","Painter","Property maintenance",,"https://www.google.com/maps/search/?api=1&query=Burj%20Al%20Dar%20-%20Tech%20Contractor%20-%20General%20Maintenance%20-%20AC%20unit%20Fix%20Contracting&query_place_id=ChIJc04_PyBaXz4R61LmwewAI8s","HVAC contractor"
"Generaltec Sharjah","4.4","2437","04 17 St - near Union Mall",,"Sharjah","AE","https://generaltec.com/","+971 6 530 0505","Electronics company",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Generaltec%20Sharjah&query_place_id=ChIJe_HkSeJbXz4R9Tx8fHVB-I4","Electronics company"
"نيو لاند للمكيفات المركزية ش ذ م م New Land Central AC LLC","4.7","90","Bin Daher St",,"Ras Al-Khaimah","AE","https://www.newlandcac.ae/","+971 7 233 4942","HVAC contractor","Air compressor repair service","Air conditioning repair service","Air conditioning store","Air conditioning system supplier","Air duct cleaning service","Design engineer","Air conditioning contractor","Ventilating equipment manufacturer",,,"https://www.google.com/maps/search/?api=1&query=%D9%86%D9%8A%D9%88%20%D9%84%D8%A7%D9%86%D8%AF%20%D9%84%D9%84%D9%85%D9%83%D9%8A%D9%81%D8%A7%D8%AA%20%D8%A7%D9%84%D9%85%D8%B1%D9%83%D8%B2%D9%8A%D8%A9%20%D8%B4%20%D8%B0%20%D9%85%20%D9%85%20New%20Land%20Central%20AC%20LLC&query_place_id=ChIJtYi_t0t39j4RH71HFIiql_0","HVAC contractor"
"Cost Air HVAC Contracting LLC","4.7","15","22nd Al Seder Street",,"Sharjah","AE","https://costair.ae/","+971 55 132 0838","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cost%20Air%20HVAC%20Contracting%20LLC&query_place_id=ChIJIwYynuxeXz4RVEGGwGDzp20","HVAC contractor"
"Darpan Technical Services L.L.C","4.4","214",,,"Dubai","AE","https://www.darpanengg.com/","+971 4 587 7111","HVAC contractor","Air conditioning contractor",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Darpan%20Technical%20Services%20L.L.C&query_place_id=ChIJBSgLJ7RmXz4RP8j_35t0Q_I","HVAC contractor"
"Hollywood Technical Contracting LLC.","4.2","23","near national paint - Maleha St",,"Sharjah","AE","https://hollywoodhvactech.com/","+971 50 395 0987","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Hollywood%20Technical%20Contracting%20LLC.&query_place_id=ChIJBW10-G9bXz4Rf46iAAZoxlw","HVAC contractor"
"Mr clean AC systems LLC","4.8","42","Villa 1 - 6th St",,"Dubai","AE","http://mrclean-ac.com/","+971 55 942 8555","HVAC contractor","Air conditioning system supplier","Air duct cleaning service","Construction company",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mr%20clean%20AC%20systems%20LLC&query_place_id=ChIJQ1iC3bdfXz4R1pmzHAN8HTM","HVAC contractor"
"LAADS | Construction Company in Dubai, UAE | Interior Fit Out, MEP, HVAC Company in Dubai, UAE","4.5","47","Warehouse - 6 6B Street",,"Dubai","AE","https://www.laads.ae/","+971 4 347 5730","HVAC contractor","Civil engineering company","General contractor","Construction company","Interior construction contractor","Interior Decorator","Interior designer","Interior fitting contractor","Mechanical contractor",,,"https://www.google.com/maps/search/?api=1&query=LAADS%20%7C%20Construction%20Company%20in%20Dubai%2C%20UAE%20%7C%20Interior%20Fit%20Out%2C%20MEP%2C%20HVAC%20Company%20in%20Dubai%2C%20UAE&query_place_id=ChIJqZGAZ8RrXz4Rw3RF8tWTHFM","HVAC contractor"
"FRESHAIR TECHNICAL SYSTEMS LLC","4.9","23","19th Zaa'beel St",,"Dubai","AE","https://www.freshairholding.com/","+971 50 292 4839","HVAC contractor","Interior fitting contractor","Property maintenance",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=FRESHAIR%20TECHNICAL%20SYSTEMS%20LLC&query_place_id=ChIJc-KEL8pdXz4R8qUvEQJgewA","HVAC contractor"
"McMaster Electromechanical Works LLC","4.5","37","Asayel St",,"Dubai","AE","http://www.mcmaster.ae/","+971 50 333 2994","HVAC contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=McMaster%20Electromechanical%20Works%20LLC&query_place_id=ChIJC5rIvo5pXz4RtrsrxVqQDmo","HVAC contractor"
"AC Repair Services In Dubai","4.8","49",,,,,,"+971 50 205 5426","Air conditioning repair service","Service establishment",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=AC%20Repair%20Services%20In%20Dubai&query_place_id=ChIJJ5Otdq5pXz4R8ZFShum1kLw","Air conditioning repair service"
"Dubai AC Repair Service","5","13",,,,,"https://dubaiacrepairservice.com/","+971 56 821 9493","Service establishment","Air conditioning contractor","Air conditioning repair service","Repair service",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Dubai%20AC%20Repair%20Service&query_place_id=ChIJ6-qcAIZpXz4RZMH3z1wYrOA","Service establishment"
"DAM Technical LLC - AC Repair And Maintenance","5","69",,,,,"https://damtechnicalllc.com/","+971 56 126 5224","Air conditioning repair service","Air duct cleaning service","Service establishment",,,,,,,,,"https://www.google.com/maps/search/?api=1&query=DAM%20Technical%20LLC%20-%20AC%20Repair%20And%20Maintenance&query_place_id=ChIJCUT6GYppXz4RQBBGkfIXc1E","Air conditioning repair service"
"Brave Cool AC Installatoin, AC Repair and Systems Fixing L.L.C","4.5","45","Abdul Waheed Bin Ahmed Building Frij - Office #19",,"Dubai","AE","https://bravecoolac.com/","+971 56 272 4299","Air conditioning repair service","Air conditioning contractor","Air conditioning store","Air conditioning system supplier","HVAC contractor",,,,,,,"https://www.google.com/maps/search/?api=1&query=Brave%20Cool%20AC%20Installatoin%2C%20AC%20Repair%20and%20Systems%20Fixing%20L.L.C&query_place_id=ChIJ34eh7WRdXz4RjQrrF4NP54U","Air conditioning repair service"
"SASCO Industry","4",,"ICAD",,"Abu Dhabi","AE",,"+971 2 554 4605","Air conditioning contractor","Manufacturer","Air duct cleaning service","Air filter supplier","Fire protection service","Fireplace manufacturer","Fireworks supplier","Metal fabricator","Metal industry suppliers","Sheet metal contractor",,"https://www.google.com/maps/search/?api=1&query=SASCO%20Industry&query_place_id=ChIJM3674Bw_Xj4RJqvmBqj4s4g","Air conditioning contractor"
"Awal Experts","4.9","156","Office # G2, Building 268, Muwailih Commercial Area",,"Sharjah","AE","https://awalexperts.com/","+971 50 225 0234","Air conditioning repair service","Air duct cleaning service","Pest control service","Water tank cleaning service",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Awal%20Experts&query_place_id=ChIJR99e8EVfXz4REwrrgbtYdz0","Air conditioning repair service"
"Smart Air Condition Refrigeration & A/C Services","4.9","135","8C6X+Q3M",,"Sharjah","AE","https://smartacrepairuae.com/","+971 54 732 8202","Appliance repair service","Small appliance repair service",,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Smart%20Air%20Condition%20Refrigeration%20%26%20A%2FC%20Services&query_place_id=ChIJeUjSEVVfXz4R2zKKkl0waO8","Appliance repair service"
"Desert AIr A/C Units.Fix Contracting LLC ,Sharjah","4.4","10","13 Sharjah Ring Road",,"Sharjah","AE","http://www.desertair.ae/","+971 6 542 7577","Air conditioning contractor",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Desert%20AIr%20A%2FC%20Units.Fix%20Contracting%20LLC%20%2CSharjah&query_place_id=ChIJndrkHOBfXz4RTp6NbqA_vMk","Air conditioning contractor"
"Awal Experts","4.9","5117","Al Bakhit Center - Al Maktoum Rd near Kabayal Deira, Office 407",,"Dubai","AE","https://awalexperts.com/","+971 50 225 0234","Air conditioning repair service","Air duct cleaning service","Pest control service","Water tank cleaning service",,,,,,,,"https://www.google.com/maps/search/?api=1&query=Awal%20Experts&query_place_id=ChIJwVcbbBhdXz4RkaTskNCtjKw","Air conditioning repair service"
"Chill Clean Ac","5","357","Office 311, Diamond Business Center 2",,"Dubai","AE","https://chillcleanac.com/","+971 55 651 6448","Air duct cleaning service",,,,,,,,,,,"https://www.google.com/maps/search/?api=1&query=Chill%20Clean%20Ac&query_place_id=ChIJPYZb13H1vacR2Xp_vMx280I","Air duct cleaning service"
"Ac, refrigerator & washing machine repair Dubai","4.9","134","MHBH, Musallah Building",,"Dubai","AE",,"+971 55 667 3225","Air conditioning repair service","Appliance repair service","Air duct cleaning service","Handyman/Handywoman/Handyperson","Locksmith","Painting","Plumber","Refrigerator repair service","Small appliance repair service","Washer & dryer repair service",,"https://www.google.com/maps/search/?api=1&query=Ac%2C%20refrigerator%20%26%20washing%20machine%20repair%20Dubai&query_place_id=ChIJNQBQ4alDXz4RZcCbW6EjiNE","Air conditioning repair service"
"MAH Technical Services","5",,"81 - 90 24B St",,"Dubai","AE","https://acfixerdubai.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb","+971 55 797 1900","Air conditioning repair service","Appliance repair service","Electrical repair shop","HVAC contractor","Machine maintenance service","Painting","Refrigerator repair service","Repair service","Small appliance repair service","Washer & dryer repair service",,"https://www.google.com/maps/search/?api=1&query=MAH%20Technical%20Services&query_place_id=ChIJqQTeCx5DXz4R74g7BcW1ZB8","Air conditioning repair service"
"Good to Good Technical AC Repair Services","5",,"Shop 12 Building S03",,"Dubai","AE","https://goodtogood.io/","+971 55 145 4085","Air conditioning repair service","Air conditioning contractor","HVAC contractor","Air conditioning store","Air duct cleaning service","Electrician","Handyman/Handywoman/Handyperson","Plumber","Repair service",,,"https://www.google.com/maps/search/?api=1&query=Good%20to%20Good%20Technical%20AC%20Repair%20Services&query_place_id=ChIJQVwPCYAdFUwRYSsM-5SBcZ8","Air conditioning repair service"
